;Subject;ProlificNo;Age;Sex;check.RESP;BlockCondition;RESP_LTM;CRESP_LTM;TypeLTM;TypeSTM;RESP1;RESP2;RESP3;RESP4;RESP5;RESP6;CRESP1;CRESP2;CRESP3;CRESP4;nWords
1;45;;19;kobieta;t;long;;;;Unrelated;klapki;stopa;jazz;agat;NA;NA;klapki;stopa;jazz;agat;4
2;45;;19;kobieta;t;long;;;;Related;pianino;kuzyn;lew;modrzew;NA;NA;pianino;kuzyn;lew;modrzew;4
3;45;;19;kobieta;t;long;;;;Unrelated;szczupak;feniks;mokasyny;pomidor;NA;NA;szczupak;feniks;fiolek;pomidor;4
4;45;;19;kobieta;t;long;;;;Related;x;lizaki;stal;walec;NA;NA;hrywna;lizaki;stal;walec;4
5;45;;19;kobieta;t;long;pomidor;pomidor;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6;45;;19;kobieta;t;long;feniks;feniks;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7;45;;19;kobieta;t;long;fiolki;fiolek;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
8;45;;19;kobieta;t;long;szczupak;szczupak;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
9;45;;19;kobieta;t;long;x;modrzew;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10;45;;19;kobieta;t;long;x;lew;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
11;45;;19;kobieta;t;long;pianino;pianino;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
12;45;;19;kobieta;t;long;walec;walec;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
13;45;;19;kobieta;t;long;x;hrywna;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
14;45;;19;kobieta;t;long;agat;agat;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
15;45;;19;kobieta;t;long;stal;stal;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
16;45;;19;kobieta;t;long;jazz;jazz;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
17;45;;19;kobieta;t;long;kuzyn;kuzyn;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
18;45;;19;kobieta;t;long;lizaki;lizaki;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
19;45;;19;kobieta;t;long;stopa;stopa;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
20;45;;19;kobieta;t;long;klapki;klapki;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
21;45;;19;kobieta;t;short;;;;Related;sandaly;x;pstrag;bursztyn;NA;NA;sandaly;harpia;pstrag;bursztyn;4
22;45;;19;kobieta;t;short;;;;Unrelated;lody;krowa;tata;szesciokat;NA;NA;lody;krowa;tata;szesciokat;4
23;45;;19;kobieta;t;short;;;;Unrelated;euro;swierk;saksofon;braz;NA;NA;euro;swierk;saksofon;braz;4
24;45;;19;kobieta;t;short;;;;Related;ogorek;gozdzik;metal;palec;NA;NA;ogorek;gozdzik;metal;palec;4
25;45;;19;kobieta;t;short;pstrag;pstrag;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
26;45;;19;kobieta;t;short;krowa;krowa;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
27;45;;19;kobieta;t;short;szesciokat;szesciokat;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
28;45;;19;kobieta;t;short;bursztyn;bursztyn;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
29;45;;19;kobieta;t;short;euro;euro;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
30;45;;19;kobieta;t;short;x;metal;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
31;45;;19;kobieta;t;short;gozdzik;gozdzik;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
32;45;;19;kobieta;t;short;sandaly;sandaly;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
33;45;;19;kobieta;t;short;saksofon;saksofon;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
34;45;;19;kobieta;t;short;x;harpia;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
35;45;;19;kobieta;t;short;lody;lody;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
36;45;;19;kobieta;t;short;ogorek;ogorek;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
37;45;;19;kobieta;t;short;swierk;swierk;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
38;45;;19;kobieta;t;short;tata;tata;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
39;45;;19;kobieta;t;short;metal;braz;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
40;45;;19;kobieta;t;short;x;palec;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
41;45;;19;kobieta;t;short;;;;Related;glowa;rock;turkus;kalosze;NA;NA;glowa;rock;turkus;kalosze;4
42;45;;19;kobieta;t;short;;;;Related;pietruszka;chryzantema;minotaur;okon;NA;NA;pietruszka;chryzantema;minotaur;okon;4
43;45;;19;kobieta;t;short;;;;Unrelated;babcia;batonik;aluminium;funt;NA;NA;babcia;batonik;aluminium;funt;4
44;45;;19;kobieta;t;short;;;;Unrelated;zyrafa;jodla;trojkat;kontrabas;NA;NA;zyrafa;jodla;trojkat;kontrabas;4
45;45;;19;kobieta;t;short;aluminium;aluminium;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
46;45;;19;kobieta;t;short;chryzantema;chryzantema;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
47;45;;19;kobieta;t;short;glowa;glowa;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
48;45;;19;kobieta;t;short;trojkat;trojkat;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
49;45;;19;kobieta;t;short;minotaur;minotaur;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
50;45;;19;kobieta;t;short;turkus;turkus;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
51;45;;19;kobieta;t;short;babcia;babcia;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
52;45;;19;kobieta;t;short;okon;okon;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
53;45;;19;kobieta;t;short;kalosze;kalosze;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
54;45;;19;kobieta;t;short;jodla;jodla;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
55;45;;19;kobieta;t;short;funt;funt;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
56;45;;19;kobieta;t;short;batonik;batonik;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
57;45;;19;kobieta;t;short;rock;rock;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
58;45;;19;kobieta;t;short;zyrafa;zyrafa;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
59;45;;19;kobieta;t;short;kontrabas;kontrabas;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
60;45;;19;kobieta;t;short;pietruszka;pietruszka;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
61;45;;19;kobieta;t;short;;;;Related;seler;zonkil;szmaragd;adidsy;NA;NA;seler;zonkil;szmaragd;adidasy;4
62;45;;19;kobieta;t;short;;;;Related;smok;house;sledz;szyja;NA;NA;smok;house;sledz;szyja;4
63;45;;19;kobieta;t;short;;;;Unrelated;cukierki;szescian;lipa;flet;NA;NA;cukierki;szescian;lipa;flet;4
64;45;;19;kobieta;t;short;;;;Unrelated;brat;rtec;owca;jen;NA;NA;brat;rtec;owca;jen;4
65;45;;19;kobieta;t;short;jen;jen;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
66;45;;19;kobieta;t;short;sledz;sledz;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
67;45;;19;kobieta;t;short;owca;owca;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
68;45;;19;kobieta;t;short;smok;smok;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
69;45;;19;kobieta;t;short;x;rtec;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
70;45;;19;kobieta;t;short;szescian;szescian;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
71;45;;19;kobieta;t;short;adidasy;adidasy;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
72;45;;19;kobieta;t;short;house;house;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
73;45;;19;kobieta;t;short;brat;brat;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
74;45;;19;kobieta;t;short;zonkil;zonkil;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
75;45;;19;kobieta;t;short;seler;seler;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
76;45;;19;kobieta;t;short;szmaragd;szmaragd;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
77;45;;19;kobieta;t;short;cukierki;cukierki;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
78;45;;19;kobieta;t;short;flet;flet;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
79;45;;19;kobieta;t;short;szyja;szyja;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
80;45;;19;kobieta;t;short;lipa;lipa;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
81;45;;19;kobieta;t;long;;;;Related;wujek;landrynki;kon;kwadrat;NA;NA;wujek;landrynki;kon;kwadrat;4
82;45;;19;kobieta;t;long;;;;Related;buk;dolar;harfa;zelazo;NA;NA;buk;dolar;harfa;zelazo;4
83;45;;19;kobieta;t;long;;;;Unrelated;elf;brylant;szpilki;losos;NA;NA;elf;brylant;szpilki;losos;4
84;45;;19;kobieta;t;long;;;;Unrelated;roza;papryka;rap;oko;NA;NA;roza;papryka;rap;oko;4
85;45;;19;kobieta;t;long;kwadrat;kwadrat;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
86;45;;19;kobieta;t;long;harfa;harfa;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
87;45;;19;kobieta;t;long;buk;buk;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
88;45;;19;kobieta;t;long;landrynki;landrynki;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
89;45;;19;kobieta;t;long;oko;oko;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
90;45;;19;kobieta;t;long;zelazo;zelazo;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
91;45;;19;kobieta;t;long;losos;losos;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
92;45;;19;kobieta;t;long;papryka;papryka;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
93;45;;19;kobieta;t;long;dolar;dolar;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
94;45;;19;kobieta;t;long;szpilki;szpilki;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
95;45;;19;kobieta;t;long;rap;rap;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
96;45;;19;kobieta;t;long;elf;elf;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
97;45;;19;kobieta;t;long;kon;kon;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
98;45;;19;kobieta;t;long;wujek;wujek;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
99;45;;19;kobieta;t;long;roza;roza;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
100;45;;19;kobieta;t;long;brylant;brylant;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
101;45;;19;kobieta;t;short;;;;Related;x;marchew;folk;karp;NA;NA;rubin;marchew;folk;karp;4
102;45;;19;kobieta;t;short;;;;Related;pegaz;nos;stokrotka;trampki;NA;NA;pegaz;nos;stokrotka;trampki;4
103;45;;19;kobieta;t;short;;;;Unrelated;fortepian;rubel;kasztanowiec;ciastka;;NA;fortepian;rubel;kasztanowiec;ciastka;5
104;45;;19;kobieta;t;short;;;;Unrelated;miedz;mama;pies;kolo;NA;NA;miedz;mama;pies;kolo;4
105;45;;19;kobieta;t;short;rubel;rubel;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
106;45;;19;kobieta;t;short;ciastka;ciastka;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
107;45;;19;kobieta;t;short;pies;pies;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
108;45;;19;kobieta;t;short;stokrotka;stokrotka;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
109;45;;19;kobieta;t;short;fortepian;fortepian;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
110;45;;19;kobieta;t;short;kasztanowiec;kasztanowiec;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
111;45;;19;kobieta;t;short;rubin;rubin;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
112;45;;19;kobieta;t;short;nos;nos;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
113;45;;19;kobieta;t;short;folk;folk;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
114;45;;19;kobieta;t;short;kolo;kolo;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
115;45;;19;kobieta;t;short;marchew;marchew;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
116;45;;19;kobieta;t;short;trampki;trampki;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
117;45;;19;kobieta;t;short;pegaz;pegaz;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
118;45;;19;kobieta;t;short;karp;karp;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
119;45;;19;kobieta;t;short;miedz;miedz;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
120;45;;19;kobieta;t;short;mama;mama;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
121;45;;19;kobieta;t;long;;;;Related;puzon;brzoza;romb;czekolada;NA;NA;puzon;brzoza;romb;czekolada;4
122;45;;19;kobieta;t;long;;;;Related;peso;corka;kot;zloto;NA;NA;peso;corka;kot;zloto;4
123;45;;19;kobieta;t;long;;;;Unrelated;mokasyny;x;konwalia;pop;NA;NA;mokasyny;ametyst;konwalia;pop;4
124;45;;19;kobieta;t;long;;;;Unrelated;sfinks;tunczyk;brzuch;por;NA;NA;sfinks;tunczyk;brzuch;por;4
125;45;;19;kobieta;t;long;x;brzoza;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
126;45;;19;kobieta;t;long;por;por;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
127;45;;19;kobieta;t;long;konwalie;konwalia;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
128;45;;19;kobieta;t;long;romb;romb;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
129;45;;19;kobieta;t;long;kot;kot;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
130;45;;19;kobieta;t;long;czekolada;czekolada;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
131;45;;19;kobieta;t;long;brzuch;brzuch;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
132;45;;19;kobieta;t;long;x;zloto;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
133;45;;19;kobieta;t;long;pop;pop;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
134;45;;19;kobieta;t;long;corka;corka;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
135;45;;19;kobieta;t;long;mokasyny;mokasyny;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
136;45;;19;kobieta;t;long;sfinj;sfinks;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
137;45;;19;kobieta;t;long;zlo;ametyst;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
138;45;;19;kobieta;t;long;tunczyk;tunczyk;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
139;45;;19;kobieta;t;long;puzon;puzon;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
140;45;;19;kobieta;t;long;peso;peso;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
141;45;;19;kobieta;t;short;;;;Unrelated;frank;syn;klon;ciasto;NA;NA;frank;syn;klon;ciasto;4
142;45;;19;kobieta;t;short;;;;Related;blues;mak;botki;cukinia;NA;NA;blues;mak;botki;cukinia;4
143;45;;19;kobieta;t;short;;;;Unrelated;prostokat;cyna;zebra;wiolonczela;NA;NA;prostokat;cyna;zebra;wiolonczela;4
144;45;;19;kobieta;t;short;;;;Related;sum;opal;cyklop;ucho;NA;NA;sum;opal;cyklop;ucho;4
145;45;;19;kobieta;t;short;x;opal;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
146;45;;19;kobieta;t;short;ciasto;ciasto;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
147;45;;19;kobieta;t;short;blues;wiolonczela;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
148;45;;19;kobieta;t;short;zebra;zebra;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
149;45;;19;kobieta;t;short;syn;syn;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
150;45;;19;kobieta;t;short;blues;blues;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
151;45;;19;kobieta;t;short;cyklop;cyklop;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
152;45;;19;kobieta;t;short;ucho;ucho;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
153;45;;19;kobieta;t;short;cukinia;cukinia;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
154;45;;19;kobieta;t;short;sum;sum;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
155;45;;19;kobieta;t;short;mak;mak;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
156;45;;19;kobieta;t;short;cyna;cyna;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
157;45;;19;kobieta;t;short;botki;botki;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
158;45;;19;kobieta;t;short;klon;klon;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
159;45;;19;kobieta;t;short;frank;frank;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
160;45;;19;kobieta;t;short;prostok;prostokat;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
161;45;;19;kobieta;t;long;;;;Related;szwagier;jablon;okrag;zlotowka;NA;NA;szwagier;jablon;okrag;zlotowka;4
162;45;;19;kobieta;t;long;;;;Unrelated;szafir;kolano;dorsz;kozaki;NA;NA;szafir;kolano;dorsz;kozaki;4
163;45;;19;kobieta;t;long;;;;Unrelated;country;storczyk;brokul;jednorozec;NA;NA;country;storczyk;brokul;jednorozec;4
164;45;;19;kobieta;t;long;;;;Related;srebro;trabka;swinia;wafelki;NA;NA;srebro;trabka;swinia;wafelki;4
165;45;;19;kobieta;t;long;storczyk;storczyk;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
166;45;;19;kobieta;t;long;okrag;okrag;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
167;45;;19;kobieta;t;long;jednorozec;jednorozec;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
168;45;;19;kobieta;t;long;trabka;trabka;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
169;45;;19;kobieta;t;long;srebro;srebro;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
170;45;;19;kobieta;t;long;swinia;swinia;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
171;45;;19;kobieta;t;long;country;country;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
172;45;;19;kobieta;t;long;kozaki;kozaki;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
173;45;;19;kobieta;t;long;dorsz;dorsz;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
174;45;;19;kobieta;t;long;szafir;szafir;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
175;45;;19;kobieta;t;long;kolano;kolano;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
176;45;;19;kobieta;t;long;wafelki;wafelki;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
177;45;;19;kobieta;t;long;jablon;jablon;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
178;45;;19;kobieta;t;long;szwagier;szwagier;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
179;45;;19;kobieta;t;long;brokul;brokul;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
180;45;;19;kobieta;t;long;zlotowka;zlotowka;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
181;45;;19;kobieta;t;short;;;;Unrelated;dziadek;marka;cynk;slon;NA;NA;dziadek;marka;cynk;slon;4
182;45;;19;kobieta;t;short;;;;Unrelated;trapez;tort;wierzba;perkusja;NA;NA;trapez;tort;wierzba;perkusja;4
183;45;;19;kobieta;t;short;;;;Related;baleriny;fladra;tulipan;soul;NA;NA;baleriny;fladra;tulipan;soul;4
184;45;;19;kobieta;t;short;;;;Related;noga;centaur;x;ziemniak;NA;NA;noga;centaur;topaz;ziemniak;4
185;45;;19;kobieta;t;short;fladra;fladra;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
186;45;;19;kobieta;t;short;wierzba;wierzba;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
187;45;;19;kobieta;t;short;soul;soul;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
188;45;;19;kobieta;t;short;baleriny;baleriny;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
189;45;;19;kobieta;t;short;dziadek;dziadek;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
190;45;;19;kobieta;t;short;ziemniak;ziemniak;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
191;45;;19;kobieta;t;short;trapez;trapez;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
192;45;;19;kobieta;t;short;marka;marka;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
193;45;;19;kobieta;t;short;tulipan;tulipan;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
194;45;;19;kobieta;t;short;cynk;cynk;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
195;45;;19;kobieta;t;short;x;topaz;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
196;45;;19;kobieta;t;short;noga;noga;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
197;45;;19;kobieta;t;short;slon;slon;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
198;45;;19;kobieta;t;short;centaur;centaur;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
199;45;;19;kobieta;t;short;tort;tort;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
200;45;;19;kobieta;t;short;perkusja;perkusja;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
201;45;;19;kobieta;t;long;;;;Unrelated;mintaj;cebula;reka;diament;NA;NA;mintaj;cebula;reka;diament;4
202;45;;19;kobieta;t;long;;;;Related;koza;skrzypce;owal;siostra;NA;NA;koza;skrzypce;owal;siostra;4
203;45;;19;kobieta;t;long;;;;Unrelated;techno;glany;gryf;lilia;NA;NA;techno;glany;gryf;lilia;4
204;45;;19;kobieta;t;long;;;;Related;dab;x;zelki;platyna;NA;NA;dab;lir;zelki;platyna;4
205;45;;19;kobieta;t;long;zelki;zelki;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
206;45;;19;kobieta;t;long;diament;diament;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
207;45;;19;kobieta;t;long;gryf;gryf;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
208;45;;19;kobieta;t;long;owal;owal;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
209;45;;19;kobieta;t;long;glany;glany;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
210;45;;19;kobieta;t;long;dab;dab;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
211;45;;19;kobieta;t;long;skrzypce;skrzypce;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
212;45;;19;kobieta;t;long;koza;koza;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
213;45;;19;kobieta;t;long;reka;reka;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
214;45;;19;kobieta;t;long;cebula;cebula;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
215;45;;19;kobieta;t;long;mintaj;mintaj;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
