;Subject;ProlificNo;Age;Sex;check.RESP;BlockCondition;RESP_LTM;CRESP_LTM;TypeLTM;TypeSTM;RESP1;RESP2;RESP3;RESP4;RESP5;RESP6;CRESP1;CRESP2;CRESP3;CRESP4;nWords
7743;1942;664f3e9464fc43338349d6b3;34;kobieta;n;long;;;;Related;stopa;klapki;agat;jazz;NA;NA;stopa;klapki;agat;jazz;4
7744;1942;664f3e9464fc43338349d6b3;34;kobieta;n;long;;;;Unrelated;stal;hrywna;lizaki;walec;NA;NA;stal;hrywna;lizaki;walec;4
7745;1942;664f3e9464fc43338349d6b3;34;kobieta;n;long;lew;lew;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7746;1942;664f3e9464fc43338349d6b3;34;kobieta;n;long;kuzyn;kuzyn;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7747;1942;664f3e9464fc43338349d6b3;34;kobieta;n;long;modrzew;modrzew;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7748;1942;664f3e9464fc43338349d6b3;34;kobieta;n;long;stpa;stopa;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7749;1942;664f3e9464fc43338349d6b3;34;kobieta;n;long;hrywna;hrywna;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7750;1942;664f3e9464fc43338349d6b3;34;kobieta;n;long;lizaki;lizaki;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7751;1942;664f3e9464fc43338349d6b3;34;kobieta;n;long;feniks;feniks;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7752;1942;664f3e9464fc43338349d6b3;34;kobieta;n;long;agat;agat;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7753;1942;664f3e9464fc43338349d6b3;34;kobieta;n;long;szczupak;szczupak;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7754;1942;664f3e9464fc43338349d6b3;34;kobieta;n;long;klapki;klapki;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7755;1942;664f3e9464fc43338349d6b3;34;kobieta;n;long;fiolek;fiolek;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7756;1942;664f3e9464fc43338349d6b3;34;kobieta;n;long;jazz;jazz;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7757;1942;664f3e9464fc43338349d6b3;34;kobieta;n;long;pomidor;pomidor;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7758;1942;664f3e9464fc43338349d6b3;34;kobieta;n;long;pianino;pianino;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7759;1942;664f3e9464fc43338349d6b3;34;kobieta;n;long;stal;stal;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7760;1942;664f3e9464fc43338349d6b3;34;kobieta;n;long;walec;walec;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7761;1942;664f3e9464fc43338349d6b3;34;kobieta;n;short;;;;Related;perkusja;wierzba;trapez;tort;NA;NA;perkusja;wierzba;trapez;tort;4
7762;1942;664f3e9464fc43338349d6b3;34;kobieta;n;short;;;;Related;dziadek;slon;cynk;marka;NA;NA;dziadek;slon;cynk;marka;4
7763;1942;664f3e9464fc43338349d6b3;34;kobieta;n;short;;;;Unrelated;ziemniak;noga;topaz;centaur;NA;NA;ziemniak;noga;topaz;centaur;4
7764;1942;664f3e9464fc43338349d6b3;34;kobieta;n;short;;;;Unrelated;fladra;baleriny;soul;tulipan;NA;NA;fladra;baleriny;soul;tulipan;4
7765;1942;664f3e9464fc43338349d6b3;34;kobieta;n;short;topaz;topaz;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7766;1942;664f3e9464fc43338349d6b3;34;kobieta;n;short;baleriny;baleriny;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7767;1942;664f3e9464fc43338349d6b3;34;kobieta;n;short;noga;noga;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7768;1942;664f3e9464fc43338349d6b3;34;kobieta;n;short;wierzba;wierzba;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7769;1942;664f3e9464fc43338349d6b3;34;kobieta;n;short;dziadek;dziadek;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7770;1942;664f3e9464fc43338349d6b3;34;kobieta;n;short;cynk;cynk;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7771;1942;664f3e9464fc43338349d6b3;34;kobieta;n;short;centaur;centaur;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7772;1942;664f3e9464fc43338349d6b3;34;kobieta;n;short;marka;marka;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7773;1942;664f3e9464fc43338349d6b3;34;kobieta;n;short;fladr;fladra;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7774;1942;664f3e9464fc43338349d6b3;34;kobieta;n;short;tulipan;tulipan;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7775;1942;664f3e9464fc43338349d6b3;34;kobieta;n;short;ziemniak;ziemniak;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7776;1942;664f3e9464fc43338349d6b3;34;kobieta;n;short;soul;soul;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7777;1942;664f3e9464fc43338349d6b3;34;kobieta;n;short;trape;trapez;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7778;1942;664f3e9464fc43338349d6b3;34;kobieta;n;short;tort;tort;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7779;1942;664f3e9464fc43338349d6b3;34;kobieta;n;short;slon;slon;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7780;1942;664f3e9464fc43338349d6b3;34;kobieta;n;short;perku;perkusja;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7781;1942;664f3e9464fc43338349d6b3;34;kobieta;n;long;;;;Related;makrela;burak;bratek;syrena;NA;NA;makrela;burak;bratek;syrena;4
7782;1942;664f3e9464fc43338349d6b3;34;kobieta;n;long;;;;Related;disco;tenisowki;dlon;onyks;NA;NA;disco;tenisowki;dlon;onyks;4
7783;1942;664f3e9464fc43338349d6b3;34;kobieta;n;long;;;;Unrelated;tygrys;rupia;pieciokat;gitara;NA;NA;tygrys;rupia;pieciokat;gitara;4
7784;1942;664f3e9464fc43338349d6b3;34;kobieta;n;long;;;;Unrelated;galaretka;ciotka;sosna;olow;NA;NA;galaretka;ciotka;sosna;olow;4
7785;1942;664f3e9464fc43338349d6b3;34;kobieta;n;long;pieciokat;pieciokat;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7786;1942;664f3e9464fc43338349d6b3;34;kobieta;n;long;bratek;bratek;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7787;1942;664f3e9464fc43338349d6b3;34;kobieta;n;long;rupia;rupia;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7788;1942;664f3e9464fc43338349d6b3;34;kobieta;n;long;olow;olow;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7789;1942;664f3e9464fc43338349d6b3;34;kobieta;n;long;burak{BACKSLASH};burak;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7790;1942;664f3e9464fc43338349d6b3;34;kobieta;n;long;syrena;syrena;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7791;1942;664f3e9464fc43338349d6b3;34;kobieta;n;long;sosna;sosna;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7792;1942;664f3e9464fc43338349d6b3;34;kobieta;n;long;tygrys;tygrys;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7793;1942;664f3e9464fc43338349d6b3;34;kobieta;n;long;galaretka;galaretka;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7794;1942;664f3e9464fc43338349d6b3;34;kobieta;n;long;ciotka;ciotka;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7795;1942;664f3e9464fc43338349d6b3;34;kobieta;n;long;disco;disco;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7796;1942;664f3e9464fc43338349d6b3;34;kobieta;n;long;gitara;gitara;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7797;1942;664f3e9464fc43338349d6b3;34;kobieta;n;long;makrela;makrela;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7798;1942;664f3e9464fc43338349d6b3;34;kobieta;n;long;tenisowki;tenisowki;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7799;1942;664f3e9464fc43338349d6b3;34;kobieta;n;long;onyks;onyks;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7800;1942;664f3e9464fc43338349d6b3;34;kobieta;n;long;slon;dlon;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7801;1942;664f3e9464fc43338349d6b3;34;kobieta;n;long;;;;Unrelated;romb;brzoza;puzon;wujek;NA;NA;romb;brzoza;puzon;czekolada;4
7802;1942;664f3e9464fc43338349d6b3;34;kobieta;n;long;;;;Related;por;tunczyk;sfinks;brzuch;NA;NA;por;tunczyk;sfinks;brzuch;4
7803;1942;664f3e9464fc43338349d6b3;34;kobieta;n;long;;;;Related;mokasyny;ametyst;konwalia;pop;NA;NA;mokasyny;ametyst;konwalia;pop;4
7804;1942;664f3e9464fc43338349d6b3;34;kobieta;n;long;;;;Unrelated;kot;zloto;peso;corka{BACKSLASH};NA;NA;kot;zloto;peso;corka;4
7805;1942;664f3e9464fc43338349d6b3;34;kobieta;n;long;corka;corka;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7806;1942;664f3e9464fc43338349d6b3;34;kobieta;n;long;puzon;puzon;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7807;1942;664f3e9464fc43338349d6b3;34;kobieta;n;long;sfinks;sfinks;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7808;1942;664f3e9464fc43338349d6b3;34;kobieta;n;long;por;por;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7809;1942;664f3e9464fc43338349d6b3;34;kobieta;n;long;;czekolada;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7810;1942;664f3e9464fc43338349d6b3;34;kobieta;n;long;mokasyny;mokasyny;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7811;1942;664f3e9464fc43338349d6b3;34;kobieta;n;long;tunczyk;tunczyk;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7812;1942;664f3e9464fc43338349d6b3;34;kobieta;n;long;brzoza;brzoza;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7813;1942;664f3e9464fc43338349d6b3;34;kobieta;n;long;pop;pop;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7814;1942;664f3e9464fc43338349d6b3;34;kobieta;n;long;brzuch;brzuch;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7815;1942;664f3e9464fc43338349d6b3;34;kobieta;n;long;kot;kot;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7816;1942;664f3e9464fc43338349d6b3;34;kobieta;n;long;ametyst;ametyst;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7817;1942;664f3e9464fc43338349d6b3;34;kobieta;n;long;konwalia;konwalia;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7818;1942;664f3e9464fc43338349d6b3;34;kobieta;n;long;zloto;zloto;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7819;1942;664f3e9464fc43338349d6b3;34;kobieta;n;long;peso;peso;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7820;1942;664f3e9464fc43338349d6b3;34;kobieta;n;long;romb;romb;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7821;1942;664f3e9464fc43338349d6b3;34;kobieta;n;short;;;;Related;euro;braz;saksofon;swierk;NA;NA;euro;braz;saksofon;swierk;4
7822;1942;664f3e9464fc43338349d6b3;34;kobieta;n;short;;;;Related;szesciokat;lody;krowa;tata;NA;NA;szesciokat;krowa;lody;tata;4
7823;1942;664f3e9464fc43338349d6b3;34;kobieta;n;short;;;;Unrelated;sandaly;bursztyn;pstrag;harpia;NA;NA;sandaly;bursztyn;pstrag;harpia;4
7824;1942;664f3e9464fc43338349d6b3;34;kobieta;n;short;;;;Unrelated;ogorek;metal;palec;gozdzik;NA;NA;ogorek;metal;palec;gozdzik;4
7825;1942;664f3e9464fc43338349d6b3;34;kobieta;n;short;gozdzik;gozdzik;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7826;1942;664f3e9464fc43338349d6b3;34;kobieta;n;short;saksofon;saksofon;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7827;1942;664f3e9464fc43338349d6b3;34;kobieta;n;short;pstrag;pstrag;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7828;1942;664f3e9464fc43338349d6b3;34;kobieta;n;short;harpia;harpia;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7829;1942;664f3e9464fc43338349d6b3;34;kobieta;n;short;szesciokat;szesciokat;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7830;1942;664f3e9464fc43338349d6b3;34;kobieta;n;short;metal;metal;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7831;1942;664f3e9464fc43338349d6b3;34;kobieta;n;short;swierk;swierk;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7832;1942;664f3e9464fc43338349d6b3;34;kobieta;n;short;lody;lody;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7833;1942;664f3e9464fc43338349d6b3;34;kobieta;n;short;sandaly;sandaly;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7834;1942;664f3e9464fc43338349d6b3;34;kobieta;n;short;palec;palec;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7835;1942;664f3e9464fc43338349d6b3;34;kobieta;n;short;krowa;krowa;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7836;1942;664f3e9464fc43338349d6b3;34;kobieta;n;short;braz;braz;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7837;1942;664f3e9464fc43338349d6b3;34;kobieta;n;short;tata;tata;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7838;1942;664f3e9464fc43338349d6b3;34;kobieta;n;short;bursztyn;bursztyn;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7839;1942;664f3e9464fc43338349d6b3;34;kobieta;n;short;euro;euro;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7840;1942;664f3e9464fc43338349d6b3;34;kobieta;n;short;ogorek;ogorek;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7841;1942;664f3e9464fc43338349d6b3;34;kobieta;n;long;;;;Related;oko;rap;rock;roza;NA;NA;oko;rap;roza;papryka;4
7842;1942;664f3e9464fc43338349d6b3;34;kobieta;n;long;;;;Unrelated;buk;harfa;zelazo;dolar;NA;NA;buk;harfa;zelazo;dolar;4
7843;1942;664f3e9464fc43338349d6b3;34;kobieta;n;long;;;;Unrelated;landrynki;kon;kwadrat;wujek;NA;NA;landrynki;kon;kwadrat;wujek;4
7844;1942;664f3e9464fc43338349d6b3;34;kobieta;n;long;;;;Related;losos;szpilki;elf;brylant;NA;NA;losos;szpilki;elf;brylant;4
7845;1942;664f3e9464fc43338349d6b3;34;kobieta;n;long;losos;losos;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7846;1942;664f3e9464fc43338349d6b3;34;kobieta;n;long;harfa;harfa;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7847;1942;664f3e9464fc43338349d6b3;34;kobieta;n;long;kon;kon;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7848;1942;664f3e9464fc43338349d6b3;34;kobieta;n;long;wujek;wujek;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7849;1942;664f3e9464fc43338349d6b3;34;kobieta;n;long;rock;rap;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7850;1942;664f3e9464fc43338349d6b3;34;kobieta;n;long;;papryka;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7851;1942;664f3e9464fc43338349d6b3;34;kobieta;n;long;roza;roza;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7852;1942;664f3e9464fc43338349d6b3;34;kobieta;n;long;zelazo;zelazo;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7853;1942;664f3e9464fc43338349d6b3;34;kobieta;n;long;elf;elf;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7854;1942;664f3e9464fc43338349d6b3;34;kobieta;n;long;oko;oko;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7855;1942;664f3e9464fc43338349d6b3;34;kobieta;n;long;dolar;dolar;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7856;1942;664f3e9464fc43338349d6b3;34;kobieta;n;long;buk;buk;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7857;1942;664f3e9464fc43338349d6b3;34;kobieta;n;long;kwadrat;kwadrat;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7858;1942;664f3e9464fc43338349d6b3;34;kobieta;n;long;landryny;landrynki;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7859;1942;664f3e9464fc43338349d6b3;34;kobieta;n;long;szpilki;szpilki;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7860;1942;664f3e9464fc43338349d6b3;34;kobieta;n;long;brylant;brylant;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7861;1942;664f3e9464fc43338349d6b3;34;kobieta;n;long;;;;Related;szafir;kolano;kozaki;dorsz;NA;NA;szafir;kolano;kozaki;dorsz;4
7862;1942;664f3e9464fc43338349d6b3;34;kobieta;n;long;;;;Related;country;jednorozec;storczyk;burak;NA;NA;country;jednorozec;storczyk;brokul;4
7863;1942;664f3e9464fc43338349d6b3;34;kobieta;n;long;;;;Unrelated;trabka;wafelki;swinia;srebro;NA;NA;trabka;wafelki;swinia;srebro;4
7864;1942;664f3e9464fc43338349d6b3;34;kobieta;n;long;;;;Unrelated;jablon;okrag;szwagier;zlotowka;NA;NA;jablon;okrag;szwagier;zlotowka;4
7865;1942;664f3e9464fc43338349d6b3;34;kobieta;n;long;storc;storczyk;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7866;1942;664f3e9464fc43338349d6b3;34;kobieta;n;long;kolano;kolano;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7867;1942;664f3e9464fc43338349d6b3;34;kobieta;n;long;wafelki;wafelki;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7868;1942;664f3e9464fc43338349d6b3;34;kobieta;n;long;srebro;szafir;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7869;1942;664f3e9464fc43338349d6b3;34;kobieta;n;long;jednorozec;jednorozec;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7870;1942;664f3e9464fc43338349d6b3;34;kobieta;n;long;zlotowka;zlotowka;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7871;1942;664f3e9464fc43338349d6b3;34;kobieta;n;long;szwagier;szwagier;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7872;1942;664f3e9464fc43338349d6b3;34;kobieta;n;long;trabka;trabka;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7873;1942;664f3e9464fc43338349d6b3;34;kobieta;n;long;okrag;okrag;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7874;1942;664f3e9464fc43338349d6b3;34;kobieta;n;long;jablon;jablon;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7875;1942;664f3e9464fc43338349d6b3;34;kobieta;n;long;;srebro;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7876;1942;664f3e9464fc43338349d6b3;34;kobieta;n;long;swinia;swinia;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7877;1942;664f3e9464fc43338349d6b3;34;kobieta;n;long;country;country;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7878;1942;664f3e9464fc43338349d6b3;34;kobieta;n;long;burak;brokul;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7879;1942;664f3e9464fc43338349d6b3;34;kobieta;n;long;kozaki;kozaki;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7880;1942;664f3e9464fc43338349d6b3;34;kobieta;n;long;dorsz;dorsz;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7881;1942;664f3e9464fc43338349d6b3;34;kobieta;n;long;;;;Unrelated;platyna;zelki;dab;kuzyn;NA;NA;platyna;zelki;dab;lir;4
7882;1942;664f3e9464fc43338349d6b3;34;kobieta;n;long;;;;Unrelated;siostra;owal;koza;skrzypce;NA;NA;siostra;owal;koza;skrzypce;4
7883;1942;664f3e9464fc43338349d6b3;34;kobieta;n;long;;;;Related;techno;llia;gryf;glany;NA;NA;techno;lilia;gryf;glany;4
7884;1942;664f3e9464fc43338349d6b3;34;kobieta;n;long;;;;Related;mintaj;reka;cebula;topaz;NA;NA;mintaj;reka;cebula;diament;4
7885;1942;664f3e9464fc43338349d6b3;34;kobieta;n;long;siostra;siostra;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7886;1942;664f3e9464fc43338349d6b3;34;kobieta;n;long;techno;techno;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7887;1942;664f3e9464fc43338349d6b3;34;kobieta;n;long;koza;koza;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7888;1942;664f3e9464fc43338349d6b3;34;kobieta;n;long;gryf;gryf;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7889;1942;664f3e9464fc43338349d6b3;34;kobieta;n;long;reka;reka;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7890;1942;664f3e9464fc43338349d6b3;34;kobieta;n;long;;lir;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7891;1942;664f3e9464fc43338349d6b3;34;kobieta;n;long;platyna;diament;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7892;1942;664f3e9464fc43338349d6b3;34;kobieta;n;long;dab;dab;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7893;1942;664f3e9464fc43338349d6b3;34;kobieta;n;long;mintaj;mintaj;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7894;1942;664f3e9464fc43338349d6b3;34;kobieta;n;long;;platyna;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7895;1942;664f3e9464fc43338349d6b3;34;kobieta;n;long;glany;glany;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7896;1942;664f3e9464fc43338349d6b3;34;kobieta;n;long;zelki;zelki;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7897;1942;664f3e9464fc43338349d6b3;34;kobieta;n;long;skrzypce;skrzypce;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7898;1942;664f3e9464fc43338349d6b3;34;kobieta;n;long;cebula;cebula;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7899;1942;664f3e9464fc43338349d6b3;34;kobieta;n;long;owal;owal;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7900;1942;664f3e9464fc43338349d6b3;34;kobieta;n;long;lilia;lilia;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7901;1942;664f3e9464fc43338349d6b3;34;kobieta;n;short;;;;Related;lipa;szescian;flet;cukierek;NA;NA;lipa;szescian;flet;cukierki;4
7902;1942;664f3e9464fc43338349d6b3;34;kobieta;n;short;;;;Unrelated;szmaragd;zonkil;adidasy;seler;NA;NA;szmaragd;zonkil;adidasy;seler;4
7903;1942;664f3e9464fc43338349d6b3;34;kobieta;n;short;;;;Related;brat;jen;rtec;owca;NA;NA;brat;jen;rtec;owca;4
7904;1942;664f3e9464fc43338349d6b3;34;kobieta;n;short;;;;Unrelated;smok;sledz;house;szyja;NA;NA;smok;sledz;house;szyja;4
7905;1942;664f3e9464fc43338349d6b3;34;kobieta;n;short;zonkile;zonkil;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7906;1942;664f3e9464fc43338349d6b3;34;kobieta;n;short;brat;brat;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7907;1942;664f3e9464fc43338349d6b3;34;kobieta;n;short;cukierek;cukierki;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7908;1942;664f3e9464fc43338349d6b3;34;kobieta;n;short;seler;seler;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7909;1942;664f3e9464fc43338349d6b3;34;kobieta;n;short;house;house;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7910;1942;664f3e9464fc43338349d6b3;34;kobieta;n;short;jeny;jen;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7911;1942;664f3e9464fc43338349d6b3;34;kobieta;n;short;smok;smok;Unrel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7912;1942;664f3e9464fc43338349d6b3;34;kobieta;n;short;rtex;rtec;Rel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
